1, none, minecraft:the_void, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
4160, jungle, terralith:tropical_jungle, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
4161, icy, terralith:snowy_badlands, MONSTER, minecraft:spider, 80, 4, 4
4162, icy, terralith:snowy_badlands, MONSTER, minecraft:zombie, 80, 4, 4
4163, icy, terralith:snowy_badlands, MONSTER, minecraft:zombie_villager, 10, 1, 1
4164, icy, terralith:snowy_badlands, MONSTER, minecraft:skeleton, 80, 4, 4
4165, icy, terralith:snowy_badlands, MONSTER, minecraft:slime, 80, 4, 4
4166, icy, terralith:snowy_badlands, MONSTER, minecraft:enderman, 5, 1, 4
4167, icy, terralith:snowy_badlands, MONSTER, minecraft:witch, 5, 1, 1
4168, icy, terralith:snowy_badlands, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
4169, icy, terralith:snowy_badlands, MONSTER, born_in_chaos_v1:spiritual_guide, 12, 1, 1
4170, icy, terralith:snowy_badlands, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
4171, icy, terralith:snowy_badlands, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
4172, icy, terralith:snowy_badlands, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
4173, icy, terralith:snowy_badlands, MONSTER, born_in_chaos_v1:zombieswith_door, 13, 1, 1
4174, icy, terralith:snowy_badlands, MONSTER, born_in_chaos_v1:decrepit_skeleton, 40, 1, 1
4175, icy, terralith:snowy_badlands, MONSTER, born_in_chaos_v1:restless_spirit, 15, 1, 1
4176, icy, terralith:snowy_badlands, MONSTER, fromtheshadows:nehemoth, 25, 1, 1
4177, icy, terralith:snowy_badlands, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
4178, icy, terralith:snowy_badlands, MONSTER, born_in_chaos_v1:skeleton_bomb, 10, 1, 1
4179, icy, terralith:snowy_badlands, MONSTER, born_in_chaos_v1:shy_spirit, 11, 1, 2
4180, icy, terralith:snowy_badlands, MONSTER, born_in_chaos_v1:baby_s_2, 15, 1, 1
4181, icy, terralith:snowy_badlands, MONSTER, born_in_chaos_v1:baby_skeleton, 15, 1, 2
4182, icy, terralith:snowy_badlands, MONSTER, born_in_chaos_v1:zombiesina_barrel, 16, 1, 1
4183, icy, terralith:snowy_badlands, MONSTER, born_in_chaos_v1:dark_vortex, 11, 1, 1
4184, icy, terralith:snowy_badlands, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
4185, icy, terralith:snowy_badlands, MONSTER, born_in_chaos_v1:supreme_bonecaller, 10, 1, 1
4186, icy, terralith:snowy_badlands, MONSTER, born_in_chaos_v1:wither_strider, 15, 1, 1
4187, icy, terralith:snowy_badlands, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
4188, icy, terralith:snowy_badlands, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
4189, icy, terralith:snowy_badlands, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
4190, icy, terralith:snowy_badlands, MONSTER, born_in_chaos_v1:ser_pumpkinhead, 10, 1, 1
4191, icy, terralith:snowy_badlands, MONSTER, born_in_chaos_v1:decaying_zombie, 26, 1, 1
4192, icy, terralith:snowy_badlands, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
4193, icy, terralith:snowy_badlands, MONSTER, creeperoverhaul:snowy_creeper, 75, 2, 2
4194, icy, terralith:snowy_badlands, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
4195, icy, terralith:snowy_badlands, CREATURE, naturalist:bluejay, 10, 1, 4
4196, icy, terralith:snowy_badlands, CREATURE, naturalist:cardinal, 10, 1, 4
4197, icy, terralith:snowy_badlands, CREATURE, naturalist:rattlesnake, 10, 1, 1
4198, icy, terralith:snowy_badlands, AMBIENT, minecraft:bat, 10, 8, 8
4199, icy, terralith:snowy_badlands, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
4200, taiga, terralith:wintry_forest, MONSTER, minecraft:spider, 80, 4, 4
4201, taiga, terralith:wintry_forest, MONSTER, minecraft:zombie, 80, 4, 4
4202, taiga, terralith:wintry_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
4203, taiga, terralith:wintry_forest, MONSTER, minecraft:skeleton, 80, 4, 4
4204, taiga, terralith:wintry_forest, MONSTER, minecraft:slime, 80, 4, 4
4205, taiga, terralith:wintry_forest, MONSTER, minecraft:enderman, 5, 1, 4
4206, taiga, terralith:wintry_forest, MONSTER, minecraft:witch, 5, 1, 1
4207, taiga, terralith:wintry_forest, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
4208, taiga, terralith:wintry_forest, MONSTER, creeperoverhaul:spruce_creeper, 75, 2, 2
4209, taiga, terralith:wintry_forest, MONSTER, born_in_chaos_v1:spiritual_guide, 12, 1, 1
4210, taiga, terralith:wintry_forest, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
4211, taiga, terralith:wintry_forest, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
4212, taiga, terralith:wintry_forest, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
4213, taiga, terralith:wintry_forest, MONSTER, born_in_chaos_v1:zombieswith_door, 13, 1, 1
4214, taiga, terralith:wintry_forest, MONSTER, born_in_chaos_v1:decrepit_skeleton, 40, 1, 1
4215, taiga, terralith:wintry_forest, MONSTER, born_in_chaos_v1:restless_spirit, 15, 1, 1
4216, taiga, terralith:wintry_forest, MONSTER, fromtheshadows:nehemoth, 25, 1, 1
4217, taiga, terralith:wintry_forest, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
4218, taiga, terralith:wintry_forest, MONSTER, born_in_chaos_v1:skeleton_bomb, 10, 1, 1
4219, taiga, terralith:wintry_forest, MONSTER, born_in_chaos_v1:shy_spirit, 11, 1, 2
4220, taiga, terralith:wintry_forest, MONSTER, born_in_chaos_v1:baby_s_2, 15, 1, 1
4221, taiga, terralith:wintry_forest, MONSTER, born_in_chaos_v1:baby_skeleton, 15, 1, 2
4222, taiga, terralith:wintry_forest, MONSTER, born_in_chaos_v1:zombiesina_barrel, 16, 1, 1
4223, taiga, terralith:wintry_forest, MONSTER, born_in_chaos_v1:dark_vortex, 11, 1, 1
4224, taiga, terralith:wintry_forest, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
4225, taiga, terralith:wintry_forest, MONSTER, born_in_chaos_v1:supreme_bonecaller, 10, 1, 1
4226, taiga, terralith:wintry_forest, MONSTER, born_in_chaos_v1:wither_strider, 15, 1, 1
4227, taiga, terralith:wintry_forest, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
4228, taiga, terralith:wintry_forest, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
4229, taiga, terralith:wintry_forest, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
4230, taiga, terralith:wintry_forest, MONSTER, born_in_chaos_v1:ser_pumpkinhead, 10, 1, 1
4231, taiga, terralith:wintry_forest, MONSTER, born_in_chaos_v1:decaying_zombie, 26, 1, 1
4232, taiga, terralith:wintry_forest, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
4233, taiga, terralith:wintry_forest, MONSTER, creeperoverhaul:snowy_creeper, 75, 2, 2
4234, taiga, terralith:wintry_forest, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
4235, taiga, terralith:wintry_forest, CREATURE, minecraft:sheep, 10, 6, 6
4236, taiga, terralith:wintry_forest, CREATURE, minecraft:pig, 10, 4, 4
4237, taiga, terralith:wintry_forest, CREATURE, minecraft:chicken, 10, 4, 4
4238, taiga, terralith:wintry_forest, CREATURE, minecraft:cow, 10, 4, 4
4239, taiga, terralith:wintry_forest, CREATURE, minecraft:wolf, 10, 4, 4
4240, taiga, terralith:wintry_forest, CREATURE, minecraft:rabbit, 10, 2, 3
4241, taiga, terralith:wintry_forest, CREATURE, minecraft:fox, 10, 2, 4
4242, taiga, terralith:wintry_forest, CREATURE, naturalist:bear, 10, 1, 2
4243, taiga, terralith:wintry_forest, CREATURE, naturalist:bluejay, 10, 1, 4
4244, taiga, terralith:wintry_forest, AMBIENT, minecraft:bat, 10, 8, 8
4245, taiga, terralith:wintry_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
4246, extreme_hills, terralith:caldera, MONSTER, minecraft:spider, 80, 4, 4
4247, extreme_hills, terralith:caldera, MONSTER, minecraft:zombie, 80, 4, 4
4248, extreme_hills, terralith:caldera, MONSTER, minecraft:zombie_villager, 10, 1, 1
4249, extreme_hills, terralith:caldera, MONSTER, minecraft:skeleton, 80, 4, 4
4250, extreme_hills, terralith:caldera, MONSTER, minecraft:creeper, 80, 4, 4
4251, extreme_hills, terralith:caldera, MONSTER, minecraft:slime, 80, 4, 4
4252, extreme_hills, terralith:caldera, MONSTER, minecraft:enderman, 5, 1, 4
4253, extreme_hills, terralith:caldera, MONSTER, minecraft:witch, 5, 1, 1
4254, extreme_hills, terralith:caldera, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
4255, extreme_hills, terralith:caldera, MONSTER, born_in_chaos_v1:spiritual_guide, 12, 1, 1
4256, extreme_hills, terralith:caldera, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
4257, extreme_hills, terralith:caldera, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
4258, extreme_hills, terralith:caldera, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
4259, extreme_hills, terralith:caldera, MONSTER, born_in_chaos_v1:zombieswith_door, 13, 1, 1
4260, extreme_hills, terralith:caldera, MONSTER, born_in_chaos_v1:decrepit_skeleton, 40, 1, 1
4261, extreme_hills, terralith:caldera, MONSTER, born_in_chaos_v1:restless_spirit, 15, 1, 1
4262, extreme_hills, terralith:caldera, MONSTER, fromtheshadows:nehemoth, 25, 1, 1
4263, extreme_hills, terralith:caldera, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
4264, extreme_hills, terralith:caldera, MONSTER, born_in_chaos_v1:skeleton_bomb, 10, 1, 1
4265, extreme_hills, terralith:caldera, MONSTER, born_in_chaos_v1:shy_spirit, 11, 1, 2
4266, extreme_hills, terralith:caldera, MONSTER, born_in_chaos_v1:baby_s_2, 15, 1, 1
4267, extreme_hills, terralith:caldera, MONSTER, born_in_chaos_v1:baby_skeleton, 15, 1, 2
4268, extreme_hills, terralith:caldera, MONSTER, born_in_chaos_v1:zombiesina_barrel, 16, 1, 1
4269, extreme_hills, terralith:caldera, MONSTER, born_in_chaos_v1:dark_vortex, 11, 1, 1
4270, extreme_hills, terralith:caldera, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
4271, extreme_hills, terralith:caldera, MONSTER, born_in_chaos_v1:supreme_bonecaller, 10, 1, 1
4272, extreme_hills, terralith:caldera, MONSTER, born_in_chaos_v1:wither_strider, 15, 1, 1
4273, extreme_hills, terralith:caldera, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
4274, extreme_hills, terralith:caldera, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
4275, extreme_hills, terralith:caldera, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
4276, extreme_hills, terralith:caldera, MONSTER, born_in_chaos_v1:ser_pumpkinhead, 10, 1, 1
4277, extreme_hills, terralith:caldera, MONSTER, born_in_chaos_v1:decaying_zombie, 26, 1, 1
4278, extreme_hills, terralith:caldera, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
4279, extreme_hills, terralith:caldera, CREATURE, minecraft:sheep, 12, 8, 8
4280, extreme_hills, terralith:caldera, CREATURE, minecraft:pig, 10, 8, 8
4281, extreme_hills, terralith:caldera, CREATURE, minecraft:chicken, 10, 8, 8
4282, extreme_hills, terralith:caldera, CREATURE, minecraft:cow, 10, 8, 8
4283, extreme_hills, terralith:caldera, CREATURE, minecraft:wolf, 10, 4, 4
4284, extreme_hills, terralith:caldera, CREATURE, minecraft:rabbit, 10, 2, 3
4285, extreme_hills, terralith:caldera, CREATURE, minecraft:fox, 10, 2, 4
4286, extreme_hills, terralith:caldera, CREATURE, naturalist:snail, 10, 1, 3
4287, extreme_hills, terralith:caldera, CREATURE, naturalist:bluejay, 10, 1, 4
4288, extreme_hills, terralith:caldera, CREATURE, naturalist:canary, 10, 1, 4
4289, extreme_hills, terralith:caldera, CREATURE, naturalist:robin, 10, 1, 4
4290, extreme_hills, terralith:caldera, AMBIENT, minecraft:bat, 10, 8, 8
4291, extreme_hills, terralith:caldera, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
4292, plains, terralith:birch_taiga, MONSTER, minecraft:spider, 80, 4, 4
4293, plains, terralith:birch_taiga, MONSTER, minecraft:zombie, 80, 4, 4
4294, plains, terralith:birch_taiga, MONSTER, minecraft:zombie_villager, 10, 1, 1
4295, plains, terralith:birch_taiga, MONSTER, minecraft:skeleton, 80, 4, 4
4296, plains, terralith:birch_taiga, MONSTER, minecraft:slime, 80, 4, 4
4297, plains, terralith:birch_taiga, MONSTER, minecraft:enderman, 5, 1, 4
4298, plains, terralith:birch_taiga, MONSTER, minecraft:witch, 5, 1, 1
4299, plains, terralith:birch_taiga, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
4300, plains, terralith:birch_taiga, MONSTER, creeperoverhaul:spruce_creeper, 75, 2, 2
4301, plains, terralith:birch_taiga, MONSTER, born_in_chaos_v1:spiritual_guide, 12, 1, 1
4302, plains, terralith:birch_taiga, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
4303, plains, terralith:birch_taiga, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
4304, plains, terralith:birch_taiga, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
4305, plains, terralith:birch_taiga, MONSTER, born_in_chaos_v1:zombieswith_door, 13, 1, 1
4306, plains, terralith:birch_taiga, MONSTER, born_in_chaos_v1:decrepit_skeleton, 40, 1, 1
4307, plains, terralith:birch_taiga, MONSTER, born_in_chaos_v1:restless_spirit, 15, 1, 1
4308, plains, terralith:birch_taiga, MONSTER, fromtheshadows:nehemoth, 25, 1, 1
4309, plains, terralith:birch_taiga, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
4310, plains, terralith:birch_taiga, MONSTER, born_in_chaos_v1:skeleton_bomb, 10, 1, 1
4311, plains, terralith:birch_taiga, MONSTER, born_in_chaos_v1:shy_spirit, 11, 1, 2
4312, plains, terralith:birch_taiga, MONSTER, born_in_chaos_v1:baby_s_2, 15, 1, 1
4313, plains, terralith:birch_taiga, MONSTER, born_in_chaos_v1:baby_skeleton, 15, 1, 2
4314, plains, terralith:birch_taiga, MONSTER, born_in_chaos_v1:zombiesina_barrel, 16, 1, 1
4315, plains, terralith:birch_taiga, MONSTER, born_in_chaos_v1:dark_vortex, 11, 1, 1
4316, plains, terralith:birch_taiga, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
4317, plains, terralith:birch_taiga, MONSTER, born_in_chaos_v1:supreme_bonecaller, 10, 1, 1
4318, plains, terralith:birch_taiga, MONSTER, born_in_chaos_v1:wither_strider, 15, 1, 1
4319, plains, terralith:birch_taiga, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
4320, plains, terralith:birch_taiga, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
4321, plains, terralith:birch_taiga, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
4322, plains, terralith:birch_taiga, MONSTER, born_in_chaos_v1:ser_pumpkinhead, 10, 1, 1
4323, plains, terralith:birch_taiga, MONSTER, born_in_chaos_v1:decaying_zombie, 26, 1, 1
4324, plains, terralith:birch_taiga, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
4325, plains, terralith:birch_taiga, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
4326, plains, terralith:birch_taiga, CREATURE, naturalist:snail, 10, 1, 3
4327, plains, terralith:birch_taiga, CREATURE, naturalist:snake, 10, 1, 1
4328, plains, terralith:birch_taiga, CREATURE, naturalist:bear, 10, 1, 2
4329, plains, terralith:birch_taiga, CREATURE, naturalist:deer, 10, 1, 3
4330, plains, terralith:birch_taiga, CREATURE, naturalist:bluejay, 10, 1, 4
4331, plains, terralith:birch_taiga, CREATURE, naturalist:cardinal, 10, 1, 4
4332, plains, terralith:birch_taiga, CREATURE, naturalist:butterfly, 10, 1, 3
4333, plains, terralith:birch_taiga, CREATURE, naturalist:robin, 10, 1, 4
4334, plains, terralith:birch_taiga, AMBIENT, minecraft:bat, 10, 8, 8
4335, plains, terralith:birch_taiga, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
4336, plains, terralith:birch_taiga, fireflies, naturalist:firefly, 10, 2, 3
4337, none, terralith:volcanic_crater, MONSTER, minecraft:spider, 80, 4, 4
4338, none, terralith:volcanic_crater, MONSTER, minecraft:zombie, 80, 4, 4
4339, none, terralith:volcanic_crater, MONSTER, minecraft:zombie_villager, 10, 1, 1
4340, none, terralith:volcanic_crater, MONSTER, minecraft:skeleton, 80, 4, 4
4341, none, terralith:volcanic_crater, MONSTER, minecraft:creeper, 80, 4, 4
4342, none, terralith:volcanic_crater, MONSTER, minecraft:slime, 80, 4, 4
4343, none, terralith:volcanic_crater, MONSTER, minecraft:enderman, 5, 1, 4
4344, none, terralith:volcanic_crater, MONSTER, minecraft:witch, 5, 1, 1
4345, none, terralith:volcanic_crater, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
4346, none, terralith:volcanic_crater, MONSTER, born_in_chaos_v1:spiritual_guide, 12, 1, 1
4347, none, terralith:volcanic_crater, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
4348, none, terralith:volcanic_crater, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
4349, none, terralith:volcanic_crater, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
4350, none, terralith:volcanic_crater, MONSTER, born_in_chaos_v1:zombieswith_door, 13, 1, 1
4351, none, terralith:volcanic_crater, MONSTER, born_in_chaos_v1:decrepit_skeleton, 40, 1, 1
4352, none, terralith:volcanic_crater, MONSTER, born_in_chaos_v1:restless_spirit, 15, 1, 1
4353, none, terralith:volcanic_crater, MONSTER, fromtheshadows:nehemoth, 25, 1, 1
4354, none, terralith:volcanic_crater, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
4355, none, terralith:volcanic_crater, MONSTER, born_in_chaos_v1:skeleton_bomb, 10, 1, 1
4356, none, terralith:volcanic_crater, MONSTER, born_in_chaos_v1:shy_spirit, 11, 1, 2
4357, none, terralith:volcanic_crater, MONSTER, born_in_chaos_v1:baby_s_2, 15, 1, 1
4358, none, terralith:volcanic_crater, MONSTER, born_in_chaos_v1:baby_skeleton, 15, 1, 2
4359, none, terralith:volcanic_crater, MONSTER, born_in_chaos_v1:zombiesina_barrel, 16, 1, 1
4360, none, terralith:volcanic_crater, MONSTER, born_in_chaos_v1:dark_vortex, 11, 1, 1
4361, none, terralith:volcanic_crater, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
4362, none, terralith:volcanic_crater, MONSTER, born_in_chaos_v1:supreme_bonecaller, 10, 1, 1
4363, none, terralith:volcanic_crater, MONSTER, born_in_chaos_v1:wither_strider, 15, 1, 1
4364, none, terralith:volcanic_crater, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
4365, none, terralith:volcanic_crater, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
4366, none, terralith:volcanic_crater, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
4367, none, terralith:volcanic_crater, MONSTER, born_in_chaos_v1:ser_pumpkinhead, 10, 1, 1
4368, none, terralith:volcanic_crater, MONSTER, born_in_chaos_v1:decaying_zombie, 26, 1, 1
4369, none, terralith:volcanic_crater, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
4370, none, terralith:volcanic_crater, CREATURE, naturalist:snail, 10, 1, 3
4371, none, terralith:volcanic_crater, CREATURE, naturalist:bluejay, 10, 1, 4
4372, none, terralith:volcanic_crater, CREATURE, naturalist:canary, 10, 1, 4
4373, none, terralith:volcanic_crater, CREATURE, naturalist:robin, 10, 1, 4
4374, none, terralith:volcanic_crater, AMBIENT, minecraft:bat, 10, 8, 8
4375, none, terralith:volcanic_crater, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
4376, badlands, terralith:painted_mountains, MONSTER, minecraft:spider, 80, 4, 4
4377, badlands, terralith:painted_mountains, MONSTER, minecraft:zombie, 80, 4, 4
4378, badlands, terralith:painted_mountains, MONSTER, minecraft:zombie_villager, 10, 1, 1
4379, badlands, terralith:painted_mountains, MONSTER, minecraft:skeleton, 80, 4, 4
4380, badlands, terralith:painted_mountains, MONSTER, minecraft:slime, 80, 4, 4
4381, badlands, terralith:painted_mountains, MONSTER, minecraft:enderman, 5, 1, 4
4382, badlands, terralith:painted_mountains, MONSTER, minecraft:witch, 5, 1, 1
4383, badlands, terralith:painted_mountains, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
4384, badlands, terralith:painted_mountains, MONSTER, born_in_chaos_v1:spiritual_guide, 12, 1, 1
4385, badlands, terralith:painted_mountains, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
4386, badlands, terralith:painted_mountains, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
4387, badlands, terralith:painted_mountains, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
4388, badlands, terralith:painted_mountains, MONSTER, born_in_chaos_v1:zombieswith_door, 13, 1, 1
4389, badlands, terralith:painted_mountains, MONSTER, born_in_chaos_v1:decrepit_skeleton, 40, 1, 1
4390, badlands, terralith:painted_mountains, MONSTER, born_in_chaos_v1:restless_spirit, 15, 1, 1
4391, badlands, terralith:painted_mountains, MONSTER, fromtheshadows:nehemoth, 25, 1, 1
4392, badlands, terralith:painted_mountains, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
4393, badlands, terralith:painted_mountains, MONSTER, born_in_chaos_v1:skeleton_bomb, 10, 1, 1
4394, badlands, terralith:painted_mountains, MONSTER, born_in_chaos_v1:shy_spirit, 11, 1, 2
4395, badlands, terralith:painted_mountains, MONSTER, born_in_chaos_v1:baby_s_2, 15, 1, 1
4396, badlands, terralith:painted_mountains, MONSTER, born_in_chaos_v1:baby_skeleton, 15, 1, 2
4397, badlands, terralith:painted_mountains, MONSTER, born_in_chaos_v1:zombiesina_barrel, 16, 1, 1
4398, badlands, terralith:painted_mountains, MONSTER, born_in_chaos_v1:dark_vortex, 11, 1, 1
4399, badlands, terralith:painted_mountains, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
4400, badlands, terralith:painted_mountains, MONSTER, born_in_chaos_v1:supreme_bonecaller, 10, 1, 1
4401, badlands, terralith:painted_mountains, MONSTER, born_in_chaos_v1:wither_strider, 15, 1, 1
4402, badlands, terralith:painted_mountains, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
4403, badlands, terralith:painted_mountains, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
4404, badlands, terralith:painted_mountains, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
4405, badlands, terralith:painted_mountains, MONSTER, born_in_chaos_v1:ser_pumpkinhead, 10, 1, 1
4406, badlands, terralith:painted_mountains, MONSTER, born_in_chaos_v1:decaying_zombie, 26, 1, 1
4407, badlands, terralith:painted_mountains, MONSTER, creeperoverhaul:badlands_creeper, 75, 2, 2
4408, badlands, terralith:painted_mountains, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
4409, badlands, terralith:painted_mountains, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
4410, badlands, terralith:painted_mountains, CREATURE, minecraft:goat, 10, 1, 3
4411, badlands, terralith:painted_mountains, CREATURE, naturalist:snail, 10, 1, 3
4412, badlands, terralith:painted_mountains, CREATURE, naturalist:bluejay, 10, 1, 4
4413, badlands, terralith:painted_mountains, CREATURE, naturalist:canary, 10, 1, 4
4414, badlands, terralith:painted_mountains, CREATURE, naturalist:vulture, 15, 2, 4
4415, badlands, terralith:painted_mountains, CREATURE, naturalist:robin, 10, 1, 4
4416, badlands, terralith:painted_mountains, CREATURE, naturalist:rattlesnake, 10, 1, 1
4417, badlands, terralith:painted_mountains, AMBIENT, minecraft:bat, 10, 8, 8
4418, badlands, terralith:painted_mountains, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
4419, badlands, terralith:bryce_canyon, MONSTER, minecraft:spider, 80, 4, 4
4420, badlands, terralith:bryce_canyon, MONSTER, minecraft:zombie, 80, 4, 4
4421, badlands, terralith:bryce_canyon, MONSTER, minecraft:zombie_villager, 10, 1, 1
4422, badlands, terralith:bryce_canyon, MONSTER, minecraft:skeleton, 80, 4, 4
4423, badlands, terralith:bryce_canyon, MONSTER, minecraft:slime, 80, 4, 4
4424, badlands, terralith:bryce_canyon, MONSTER, minecraft:enderman, 5, 1, 4
4425, badlands, terralith:bryce_canyon, MONSTER, minecraft:witch, 5, 1, 1
4426, badlands, terralith:bryce_canyon, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
4427, badlands, terralith:bryce_canyon, MONSTER, born_in_chaos_v1:spiritual_guide, 12, 1, 1
4428, badlands, terralith:bryce_canyon, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
4429, badlands, terralith:bryce_canyon, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
4430, badlands, terralith:bryce_canyon, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
4431, badlands, terralith:bryce_canyon, MONSTER, born_in_chaos_v1:zombieswith_door, 13, 1, 1
4432, badlands, terralith:bryce_canyon, MONSTER, born_in_chaos_v1:decrepit_skeleton, 40, 1, 1
4433, badlands, terralith:bryce_canyon, MONSTER, born_in_chaos_v1:restless_spirit, 15, 1, 1
4434, badlands, terralith:bryce_canyon, MONSTER, fromtheshadows:nehemoth, 25, 1, 1
4435, badlands, terralith:bryce_canyon, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
4436, badlands, terralith:bryce_canyon, MONSTER, born_in_chaos_v1:skeleton_bomb, 10, 1, 1
4437, badlands, terralith:bryce_canyon, MONSTER, born_in_chaos_v1:shy_spirit, 11, 1, 2
4438, badlands, terralith:bryce_canyon, MONSTER, born_in_chaos_v1:baby_s_2, 15, 1, 1
4439, badlands, terralith:bryce_canyon, MONSTER, born_in_chaos_v1:baby_skeleton, 15, 1, 2
4440, badlands, terralith:bryce_canyon, MONSTER, born_in_chaos_v1:zombiesina_barrel, 16, 1, 1
4441, badlands, terralith:bryce_canyon, MONSTER, born_in_chaos_v1:dark_vortex, 11, 1, 1
4442, badlands, terralith:bryce_canyon, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
4443, badlands, terralith:bryce_canyon, MONSTER, born_in_chaos_v1:supreme_bonecaller, 10, 1, 1
4444, badlands, terralith:bryce_canyon, MONSTER, born_in_chaos_v1:wither_strider, 15, 1, 1
4445, badlands, terralith:bryce_canyon, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
4446, badlands, terralith:bryce_canyon, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
4447, badlands, terralith:bryce_canyon, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
