1, none, minecraft:the_void, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
3805, none, terralith:cave/desert_caves, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
3806, none, terralith:cave/desert_caves, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
3807, none, terralith:cave/desert_caves, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
3808, none, terralith:cave/desert_caves, MONSTER, born_in_chaos_v1:ser_pumpkinhead, 10, 1, 1
3809, none, terralith:cave/desert_caves, CREATURE, naturalist:snail, 10, 1, 3
3810, none, terralith:cave/desert_caves, AMBIENT, minecraft:bat, 10, 8, 8
3811, none, terralith:cave/desert_caves, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3812, taiga, terralith:shield, MONSTER, minecraft:spider, 80, 4, 4
3813, taiga, terralith:shield, MONSTER, minecraft:zombie, 80, 4, 4
3814, taiga, terralith:shield, MONSTER, minecraft:zombie_villager, 10, 1, 1
3815, taiga, terralith:shield, MONSTER, minecraft:skeleton, 80, 4, 4
3816, taiga, terralith:shield, MONSTER, minecraft:slime, 80, 4, 4
3817, taiga, terralith:shield, MONSTER, minecraft:enderman, 5, 1, 4
3818, taiga, terralith:shield, MONSTER, minecraft:witch, 5, 1, 1
3819, taiga, terralith:shield, MONSTER, fromtheshadows:nehemoth, 25, 1, 1
3820, taiga, terralith:shield, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
3821, taiga, terralith:shield, MONSTER, born_in_chaos_v1:zombieswith_door, 13, 1, 1
3822, taiga, terralith:shield, MONSTER, born_in_chaos_v1:supreme_bonecaller, 10, 1, 1
3823, taiga, terralith:shield, MONSTER, born_in_chaos_v1:baby_skeleton, 15, 1, 2
3824, taiga, terralith:shield, MONSTER, born_in_chaos_v1:decrepit_skeleton, 40, 1, 1
3825, taiga, terralith:shield, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
3826, taiga, terralith:shield, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
3827, taiga, terralith:shield, MONSTER, creeperoverhaul:spruce_creeper, 75, 2, 2
3828, taiga, terralith:shield, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
3829, taiga, terralith:shield, MONSTER, born_in_chaos_v1:shy_spirit, 11, 1, 2
3830, taiga, terralith:shield, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
3831, taiga, terralith:shield, MONSTER, born_in_chaos_v1:wither_strider, 15, 1, 1
3832, taiga, terralith:shield, MONSTER, born_in_chaos_v1:spiritual_guide, 12, 1, 1
3833, taiga, terralith:shield, MONSTER, born_in_chaos_v1:dark_vortex, 11, 1, 1
3834, taiga, terralith:shield, MONSTER, born_in_chaos_v1:restless_spirit, 15, 1, 1
3835, taiga, terralith:shield, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
3836, taiga, terralith:shield, MONSTER, born_in_chaos_v1:baby_s_2, 15, 1, 1
3837, taiga, terralith:shield, MONSTER, born_in_chaos_v1:skeleton_bomb, 10, 1, 1
3838, taiga, terralith:shield, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
3839, taiga, terralith:shield, MONSTER, born_in_chaos_v1:decaying_zombie, 26, 1, 1
3840, taiga, terralith:shield, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
3841, taiga, terralith:shield, MONSTER, born_in_chaos_v1:zombiesina_barrel, 16, 1, 1
3842, taiga, terralith:shield, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
3843, taiga, terralith:shield, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
3844, taiga, terralith:shield, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
3845, taiga, terralith:shield, MONSTER, born_in_chaos_v1:ser_pumpkinhead, 10, 1, 1
3846, taiga, terralith:shield, CREATURE, minecraft:sheep, 12, 8, 8
3847, taiga, terralith:shield, CREATURE, minecraft:pig, 10, 8, 8
3848, taiga, terralith:shield, CREATURE, minecraft:chicken, 10, 8, 8
3849, taiga, terralith:shield, CREATURE, minecraft:cow, 10, 8, 8
3850, taiga, terralith:shield, CREATURE, minecraft:wolf, 10, 4, 4
3851, taiga, terralith:shield, CREATURE, minecraft:rabbit, 10, 2, 3
3852, taiga, terralith:shield, CREATURE, minecraft:fox, 10, 2, 4
3853, taiga, terralith:shield, CREATURE, naturalist:snail, 10, 1, 3
3854, taiga, terralith:shield, CREATURE, naturalist:bear, 10, 1, 2
3855, taiga, terralith:shield, CREATURE, naturalist:canary, 10, 1, 4
3856, taiga, terralith:shield, CREATURE, naturalist:bluejay, 10, 1, 4
3857, taiga, terralith:shield, AMBIENT, minecraft:bat, 10, 8, 8
3858, taiga, terralith:shield, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3859, none, terralith:skylands, MONSTER, minecraft:spider, 80, 4, 4
3860, none, terralith:skylands, MONSTER, minecraft:zombie, 80, 4, 4
3861, none, terralith:skylands, MONSTER, minecraft:zombie_villager, 10, 1, 1
3862, none, terralith:skylands, MONSTER, minecraft:skeleton, 80, 4, 4
3863, none, terralith:skylands, MONSTER, minecraft:creeper, 80, 4, 4
3864, none, terralith:skylands, MONSTER, minecraft:slime, 80, 4, 4
3865, none, terralith:skylands, MONSTER, minecraft:enderman, 5, 1, 4
3866, none, terralith:skylands, MONSTER, minecraft:witch, 5, 1, 1
3867, none, terralith:skylands, MONSTER, minecraft:drowned, 10, 1, 1
3868, none, terralith:skylands, MONSTER, fromtheshadows:nehemoth, 25, 1, 1
3869, none, terralith:skylands, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
3870, none, terralith:skylands, MONSTER, born_in_chaos_v1:zombieswith_door, 13, 1, 1
3871, none, terralith:skylands, MONSTER, born_in_chaos_v1:supreme_bonecaller, 10, 1, 1
3872, none, terralith:skylands, MONSTER, born_in_chaos_v1:baby_skeleton, 15, 1, 2
3873, none, terralith:skylands, MONSTER, born_in_chaos_v1:decrepit_skeleton, 40, 1, 1
3874, none, terralith:skylands, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
3875, none, terralith:skylands, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
3876, none, terralith:skylands, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
3877, none, terralith:skylands, MONSTER, born_in_chaos_v1:shy_spirit, 11, 1, 2
3878, none, terralith:skylands, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
3879, none, terralith:skylands, MONSTER, born_in_chaos_v1:wither_strider, 15, 1, 1
3880, none, terralith:skylands, MONSTER, born_in_chaos_v1:spiritual_guide, 12, 1, 1
3881, none, terralith:skylands, MONSTER, born_in_chaos_v1:dark_vortex, 11, 1, 1
3882, none, terralith:skylands, MONSTER, born_in_chaos_v1:restless_spirit, 15, 1, 1
3883, none, terralith:skylands, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
3884, none, terralith:skylands, MONSTER, born_in_chaos_v1:baby_s_2, 15, 1, 1
3885, none, terralith:skylands, MONSTER, born_in_chaos_v1:skeleton_bomb, 10, 1, 1
3886, none, terralith:skylands, MONSTER, born_in_chaos_v1:decaying_zombie, 26, 1, 1
3887, none, terralith:skylands, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
3888, none, terralith:skylands, MONSTER, born_in_chaos_v1:zombiesina_barrel, 16, 1, 1
3889, none, terralith:skylands, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
3890, none, terralith:skylands, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
3891, none, terralith:skylands, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
3892, none, terralith:skylands, MONSTER, born_in_chaos_v1:ser_pumpkinhead, 10, 1, 1
3893, none, terralith:skylands, CREATURE, naturalist:snail, 10, 1, 3
3894, none, terralith:skylands, CREATURE, naturalist:butterfly, 10, 1, 3
3895, none, terralith:skylands, CREATURE, naturalist:bear, 10, 1, 2
3896, none, terralith:skylands, CREATURE, naturalist:deer, 10, 1, 3
3897, none, terralith:skylands, CREATURE, naturalist:cardinal, 10, 1, 4
3898, none, terralith:skylands, CREATURE, naturalist:robin, 10, 1, 4
3899, none, terralith:skylands, CREATURE, naturalist:snake, 10, 1, 1
3900, none, terralith:skylands, AMBIENT, minecraft:bat, 10, 8, 8
3901, none, terralith:skylands, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3902, none, terralith:skylands, WATER_CREATURE, minecraft:squid, 10, 1, 4
3903, none, terralith:skylands, WATER_CREATURE, minecraft:dolphin, 10, 1, 2
3904, none, terralith:skylands, WATER_AMBIENT, minecraft:cod, 10, 3, 6
3905, none, terralith:skylands, fireflies, naturalist:firefly, 10, 2, 3
3906, none, terralith:snowy_shield, MONSTER, minecraft:spider, 80, 4, 4
3907, none, terralith:snowy_shield, MONSTER, minecraft:zombie, 80, 4, 4
3908, none, terralith:snowy_shield, MONSTER, minecraft:zombie_villager, 10, 1, 1
3909, none, terralith:snowy_shield, MONSTER, minecraft:skeleton, 80, 4, 4
3910, none, terralith:snowy_shield, MONSTER, minecraft:slime, 80, 4, 4
3911, none, terralith:snowy_shield, MONSTER, minecraft:enderman, 5, 1, 4
3912, none, terralith:snowy_shield, MONSTER, minecraft:witch, 5, 1, 1
3913, none, terralith:snowy_shield, MONSTER, fromtheshadows:nehemoth, 25, 1, 1
3914, none, terralith:snowy_shield, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
3915, none, terralith:snowy_shield, MONSTER, born_in_chaos_v1:zombieswith_door, 13, 1, 1
3916, none, terralith:snowy_shield, MONSTER, born_in_chaos_v1:supreme_bonecaller, 10, 1, 1
3917, none, terralith:snowy_shield, MONSTER, creeperoverhaul:snowy_creeper, 75, 2, 2
3918, none, terralith:snowy_shield, MONSTER, born_in_chaos_v1:baby_skeleton, 15, 1, 2
3919, none, terralith:snowy_shield, MONSTER, born_in_chaos_v1:decrepit_skeleton, 40, 1, 1
3920, none, terralith:snowy_shield, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
3921, none, terralith:snowy_shield, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
3922, none, terralith:snowy_shield, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
3923, none, terralith:snowy_shield, MONSTER, born_in_chaos_v1:shy_spirit, 11, 1, 2
3924, none, terralith:snowy_shield, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
3925, none, terralith:snowy_shield, MONSTER, born_in_chaos_v1:wither_strider, 15, 1, 1
3926, none, terralith:snowy_shield, MONSTER, born_in_chaos_v1:spiritual_guide, 12, 1, 1
3927, none, terralith:snowy_shield, MONSTER, born_in_chaos_v1:dark_vortex, 11, 1, 1
3928, none, terralith:snowy_shield, MONSTER, born_in_chaos_v1:restless_spirit, 15, 1, 1
3929, none, terralith:snowy_shield, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
3930, none, terralith:snowy_shield, MONSTER, born_in_chaos_v1:baby_s_2, 15, 1, 1
3931, none, terralith:snowy_shield, MONSTER, born_in_chaos_v1:skeleton_bomb, 10, 1, 1
3932, none, terralith:snowy_shield, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
3933, none, terralith:snowy_shield, MONSTER, born_in_chaos_v1:decaying_zombie, 26, 1, 1
3934, none, terralith:snowy_shield, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
3935, none, terralith:snowy_shield, MONSTER, born_in_chaos_v1:zombiesina_barrel, 16, 1, 1
3936, none, terralith:snowy_shield, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
3937, none, terralith:snowy_shield, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
3938, none, terralith:snowy_shield, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
3939, none, terralith:snowy_shield, MONSTER, born_in_chaos_v1:ser_pumpkinhead, 10, 1, 1
3940, none, terralith:snowy_shield, CREATURE, minecraft:sheep, 12, 8, 8
3941, none, terralith:snowy_shield, CREATURE, minecraft:pig, 10, 8, 8
3942, none, terralith:snowy_shield, CREATURE, minecraft:chicken, 10, 8, 8
3943, none, terralith:snowy_shield, CREATURE, minecraft:cow, 10, 8, 8
3944, none, terralith:snowy_shield, CREATURE, minecraft:wolf, 10, 4, 4
3945, none, terralith:snowy_shield, CREATURE, minecraft:rabbit, 10, 2, 3
3946, none, terralith:snowy_shield, CREATURE, minecraft:fox, 10, 2, 4
3947, none, terralith:snowy_shield, CREATURE, naturalist:snail, 10, 1, 3
3948, none, terralith:snowy_shield, CREATURE, naturalist:canary, 10, 1, 4
3949, none, terralith:snowy_shield, CREATURE, naturalist:bluejay, 10, 1, 4
3950, none, terralith:snowy_shield, AMBIENT, minecraft:bat, 10, 8, 8
3951, none, terralith:snowy_shield, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3952, none, terralith:blooming_valley, MONSTER, minecraft:spider, 80, 4, 4
3953, none, terralith:blooming_valley, MONSTER, minecraft:zombie, 80, 4, 4
3954, none, terralith:blooming_valley, MONSTER, minecraft:zombie_villager, 10, 1, 1
3955, none, terralith:blooming_valley, MONSTER, minecraft:skeleton, 80, 4, 4
3956, none, terralith:blooming_valley, MONSTER, minecraft:creeper, 80, 4, 4
3957, none, terralith:blooming_valley, MONSTER, minecraft:slime, 80, 4, 4
3958, none, terralith:blooming_valley, MONSTER, minecraft:enderman, 5, 1, 4
3959, none, terralith:blooming_valley, MONSTER, minecraft:witch, 5, 1, 1
3960, none, terralith:blooming_valley, MONSTER, fromtheshadows:nehemoth, 25, 1, 1
3961, none, terralith:blooming_valley, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
3962, none, terralith:blooming_valley, MONSTER, born_in_chaos_v1:zombieswith_door, 13, 1, 1
3963, none, terralith:blooming_valley, MONSTER, born_in_chaos_v1:supreme_bonecaller, 10, 1, 1
3964, none, terralith:blooming_valley, MONSTER, born_in_chaos_v1:baby_skeleton, 15, 1, 2
3965, none, terralith:blooming_valley, MONSTER, born_in_chaos_v1:decrepit_skeleton, 40, 1, 1
3966, none, terralith:blooming_valley, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
3967, none, terralith:blooming_valley, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
3968, none, terralith:blooming_valley, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
3969, none, terralith:blooming_valley, MONSTER, born_in_chaos_v1:shy_spirit, 11, 1, 2
3970, none, terralith:blooming_valley, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
3971, none, terralith:blooming_valley, MONSTER, born_in_chaos_v1:wither_strider, 15, 1, 1
3972, none, terralith:blooming_valley, MONSTER, born_in_chaos_v1:spiritual_guide, 12, 1, 1
3973, none, terralith:blooming_valley, MONSTER, born_in_chaos_v1:dark_vortex, 11, 1, 1
3974, none, terralith:blooming_valley, MONSTER, born_in_chaos_v1:restless_spirit, 15, 1, 1
3975, none, terralith:blooming_valley, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
3976, none, terralith:blooming_valley, MONSTER, born_in_chaos_v1:baby_s_2, 15, 1, 1
3977, none, terralith:blooming_valley, MONSTER, born_in_chaos_v1:skeleton_bomb, 10, 1, 1
3978, none, terralith:blooming_valley, MONSTER, born_in_chaos_v1:decaying_zombie, 26, 1, 1
3979, none, terralith:blooming_valley, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
3980, none, terralith:blooming_valley, MONSTER, born_in_chaos_v1:zombiesina_barrel, 16, 1, 1
3981, none, terralith:blooming_valley, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
3982, none, terralith:blooming_valley, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
3983, none, terralith:blooming_valley, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
3984, none, terralith:blooming_valley, MONSTER, born_in_chaos_v1:ser_pumpkinhead, 10, 1, 1
3985, none, terralith:blooming_valley, CREATURE, minecraft:sheep, 12, 8, 8
3986, none, terralith:blooming_valley, CREATURE, minecraft:pig, 10, 8, 8
3987, none, terralith:blooming_valley, CREATURE, minecraft:chicken, 10, 8, 8
3988, none, terralith:blooming_valley, CREATURE, minecraft:cow, 10, 8, 8
3989, none, terralith:blooming_valley, CREATURE, minecraft:rabbit, 10, 2, 3
3990, none, terralith:blooming_valley, CREATURE, naturalist:snail, 10, 1, 3
3991, none, terralith:blooming_valley, CREATURE, naturalist:robin, 10, 1, 4
3992, none, terralith:blooming_valley, CREATURE, naturalist:canary, 10, 1, 4
3993, none, terralith:blooming_valley, CREATURE, naturalist:bluejay, 10, 1, 4
3994, none, terralith:blooming_valley, AMBIENT, minecraft:bat, 10, 8, 8
3995, none, terralith:blooming_valley, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3996, none, terralith:volcanic_crater, MONSTER, minecraft:spider, 80, 4, 4
3997, none, terralith:volcanic_crater, MONSTER, minecraft:zombie, 80, 4, 4
3998, none, terralith:volcanic_crater, MONSTER, minecraft:zombie_villager, 10, 1, 1
3999, none, terralith:volcanic_crater, MONSTER, minecraft:skeleton, 80, 4, 4
4000, none, terralith:volcanic_crater, MONSTER, minecraft:creeper, 80, 4, 4
4001, none, terralith:volcanic_crater, MONSTER, minecraft:slime, 80, 4, 4
4002, none, terralith:volcanic_crater, MONSTER, minecraft:enderman, 5, 1, 4
4003, none, terralith:volcanic_crater, MONSTER, minecraft:witch, 5, 1, 1
4004, none, terralith:volcanic_crater, MONSTER, fromtheshadows:nehemoth, 25, 1, 1
4005, none, terralith:volcanic_crater, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
4006, none, terralith:volcanic_crater, MONSTER, born_in_chaos_v1:zombieswith_door, 13, 1, 1
4007, none, terralith:volcanic_crater, MONSTER, born_in_chaos_v1:supreme_bonecaller, 10, 1, 1
4008, none, terralith:volcanic_crater, MONSTER, born_in_chaos_v1:baby_skeleton, 15, 1, 2
4009, none, terralith:volcanic_crater, MONSTER, born_in_chaos_v1:decrepit_skeleton, 40, 1, 1
4010, none, terralith:volcanic_crater, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
4011, none, terralith:volcanic_crater, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
4012, none, terralith:volcanic_crater, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
4013, none, terralith:volcanic_crater, MONSTER, born_in_chaos_v1:shy_spirit, 11, 1, 2
4014, none, terralith:volcanic_crater, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
4015, none, terralith:volcanic_crater, MONSTER, born_in_chaos_v1:wither_strider, 15, 1, 1
4016, none, terralith:volcanic_crater, MONSTER, born_in_chaos_v1:spiritual_guide, 12, 1, 1
4017, none, terralith:volcanic_crater, MONSTER, born_in_chaos_v1:dark_vortex, 11, 1, 1
4018, none, terralith:volcanic_crater, MONSTER, born_in_chaos_v1:restless_spirit, 15, 1, 1
4019, none, terralith:volcanic_crater, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
4020, none, terralith:volcanic_crater, MONSTER, born_in_chaos_v1:baby_s_2, 15, 1, 1
4021, none, terralith:volcanic_crater, MONSTER, born_in_chaos_v1:skeleton_bomb, 10, 1, 1
4022, none, terralith:volcanic_crater, MONSTER, born_in_chaos_v1:decaying_zombie, 26, 1, 1
4023, none, terralith:volcanic_crater, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
4024, none, terralith:volcanic_crater, MONSTER, born_in_chaos_v1:zombiesina_barrel, 16, 1, 1
4025, none, terralith:volcanic_crater, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
4026, none, terralith:volcanic_crater, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
4027, none, terralith:volcanic_crater, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
4028, none, terralith:volcanic_crater, MONSTER, born_in_chaos_v1:ser_pumpkinhead, 10, 1, 1
4029, none, terralith:volcanic_crater, CREATURE, naturalist:snail, 10, 1, 3
4030, none, terralith:volcanic_crater, CREATURE, naturalist:robin, 10, 1, 4
4031, none, terralith:volcanic_crater, CREATURE, naturalist:canary, 10, 1, 4
4032, none, terralith:volcanic_crater, CREATURE, naturalist:bluejay, 10, 1, 4
4033, none, terralith:volcanic_crater, AMBIENT, minecraft:bat, 10, 8, 8
4034, none, terralith:volcanic_crater, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
4035, none, terralith:cave/tuff_caves, MONSTER, minecraft:spider, 80, 4, 4
4036, none, terralith:cave/tuff_caves, MONSTER, minecraft:zombie, 80, 4, 4
4037, none, terralith:cave/tuff_caves, MONSTER, minecraft:zombie_villager, 10, 1, 1
4038, none, terralith:cave/tuff_caves, MONSTER, minecraft:skeleton, 80, 4, 4
4039, none, terralith:cave/tuff_caves, MONSTER, minecraft:creeper, 80, 4, 4
4040, none, terralith:cave/tuff_caves, MONSTER, minecraft:slime, 80, 4, 4
4041, none, terralith:cave/tuff_caves, MONSTER, minecraft:enderman, 5, 1, 4
4042, none, terralith:cave/tuff_caves, MONSTER, minecraft:witch, 5, 1, 1
4043, none, terralith:cave/tuff_caves, MONSTER, fromtheshadows:nehemoth, 25, 1, 1
4044, none, terralith:cave/tuff_caves, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
4045, none, terralith:cave/tuff_caves, MONSTER, born_in_chaos_v1:zombieswith_door, 13, 1, 1
4046, none, terralith:cave/tuff_caves, MONSTER, born_in_chaos_v1:supreme_bonecaller, 10, 1, 1
4047, none, terralith:cave/tuff_caves, MONSTER, born_in_chaos_v1:baby_skeleton, 15, 1, 2
4048, none, terralith:cave/tuff_caves, MONSTER, born_in_chaos_v1:decrepit_skeleton, 40, 1, 1
4049, none, terralith:cave/tuff_caves, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
4050, none, terralith:cave/tuff_caves, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
4051, none, terralith:cave/tuff_caves, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
4052, none, terralith:cave/tuff_caves, MONSTER, born_in_chaos_v1:shy_spirit, 11, 1, 2
4053, none, terralith:cave/tuff_caves, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
4054, none, terralith:cave/tuff_caves, MONSTER, born_in_chaos_v1:wither_strider, 15, 1, 1
4055, none, terralith:cave/tuff_caves, MONSTER, born_in_chaos_v1:spiritual_guide, 12, 1, 1
4056, none, terralith:cave/tuff_caves, MONSTER, born_in_chaos_v1:dark_vortex, 11, 1, 1
4057, none, terralith:cave/tuff_caves, MONSTER, born_in_chaos_v1:restless_spirit, 15, 1, 1
4058, none, terralith:cave/tuff_caves, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
4059, none, terralith:cave/tuff_caves, MONSTER, born_in_chaos_v1:baby_s_2, 15, 1, 1
4060, none, terralith:cave/tuff_caves, MONSTER, born_in_chaos_v1:skeleton_bomb, 10, 1, 1
4061, none, terralith:cave/tuff_caves, MONSTER, born_in_chaos_v1:decaying_zombie, 26, 1, 1
4062, none, terralith:cave/tuff_caves, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
4063, none, terralith:cave/tuff_caves, MONSTER, born_in_chaos_v1:zombiesina_barrel, 16, 1, 1
4064, none, terralith:cave/tuff_caves, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
4065, none, terralith:cave/tuff_caves, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
4066, none, terralith:cave/tuff_caves, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
4067, none, terralith:cave/tuff_caves, MONSTER, born_in_chaos_v1:ser_pumpkinhead, 10, 1, 1
4068, none, terralith:cave/tuff_caves, CREATURE, naturalist:snail, 10, 1, 3
4069, none, terralith:cave/tuff_caves, AMBIENT, minecraft:bat, 10, 8, 8
4070, none, terralith:cave/tuff_caves, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
4071, none, terralith:cold_shrubland, MONSTER, minecraft:spider, 80, 4, 4
4072, none, terralith:cold_shrubland, MONSTER, minecraft:zombie, 80, 4, 4
4073, none, terralith:cold_shrubland, MONSTER, minecraft:zombie_villager, 10, 1, 1
4074, none, terralith:cold_shrubland, MONSTER, minecraft:skeleton, 80, 4, 4
4075, none, terralith:cold_shrubland, MONSTER, minecraft:slime, 80, 4, 4
4076, none, terralith:cold_shrubland, MONSTER, minecraft:enderman, 5, 1, 4
4077, none, terralith:cold_shrubland, MONSTER, minecraft:witch, 5, 1, 1
4078, none, terralith:cold_shrubland, MONSTER, fromtheshadows:nehemoth, 25, 1, 1
4079, none, terralith:cold_shrubland, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
4080, none, terralith:cold_shrubland, MONSTER, born_in_chaos_v1:zombieswith_door, 13, 1, 1
4081, none, terralith:cold_shrubland, MONSTER, born_in_chaos_v1:supreme_bonecaller, 10, 1, 1
4082, none, terralith:cold_shrubland, MONSTER, creeperoverhaul:snowy_creeper, 75, 2, 2
4083, none, terralith:cold_shrubland, MONSTER, born_in_chaos_v1:baby_skeleton, 15, 1, 2
4084, none, terralith:cold_shrubland, MONSTER, born_in_chaos_v1:decrepit_skeleton, 40, 1, 1
4085, none, terralith:cold_shrubland, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
4086, none, terralith:cold_shrubland, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
4087, none, terralith:cold_shrubland, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
4088, none, terralith:cold_shrubland, MONSTER, born_in_chaos_v1:shy_spirit, 11, 1, 2
4089, none, terralith:cold_shrubland, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
4090, none, terralith:cold_shrubland, MONSTER, born_in_chaos_v1:wither_strider, 15, 1, 1
4091, none, terralith:cold_shrubland, MONSTER, born_in_chaos_v1:spiritual_guide, 12, 1, 1
4092, none, terralith:cold_shrubland, MONSTER, born_in_chaos_v1:dark_vortex, 11, 1, 1
4093, none, terralith:cold_shrubland, MONSTER, born_in_chaos_v1:restless_spirit, 15, 1, 1
4094, none, terralith:cold_shrubland, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
4095, none, terralith:cold_shrubland, MONSTER, born_in_chaos_v1:baby_s_2, 15, 1, 1
4096, none, terralith:cold_shrubland, MONSTER, born_in_chaos_v1:skeleton_bomb, 10, 1, 1
4097, none, terralith:cold_shrubland, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
4098, none, terralith:cold_shrubland, MONSTER, born_in_chaos_v1:decaying_zombie, 26, 1, 1
4099, none, terralith:cold_shrubland, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
4100, none, terralith:cold_shrubland, MONSTER, born_in_chaos_v1:zombiesina_barrel, 16, 1, 1
4101, none, terralith:cold_shrubland, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
4102, none, terralith:cold_shrubland, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
4103, none, terralith:cold_shrubland, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
4104, none, terralith:cold_shrubland, MONSTER, born_in_chaos_v1:ser_pumpkinhead, 10, 1, 1
