1, none, minecraft:the_void, MONSTER, born_in_chaos_v1:shy_spirit, 11, 1, 2
4643, taiga, byg:maple_taiga, MONSTER, minecraft:zombie_villager, 10, 1, 1
4644, taiga, byg:maple_taiga, MONSTER, minecraft:skeleton, 80, 4, 4
4645, taiga, byg:maple_taiga, MONSTER, minecraft:slime, 80, 4, 4
4646, taiga, byg:maple_taiga, MONSTER, minecraft:enderman, 5, 1, 4
4647, taiga, byg:maple_taiga, MONSTER, minecraft:witch, 5, 1, 1
4648, taiga, byg:maple_taiga, MONSTER, born_in_chaos_v1:shy_spirit, 11, 1, 2
4649, taiga, byg:maple_taiga, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
4650, taiga, byg:maple_taiga, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
4651, taiga, byg:maple_taiga, MONSTER, born_in_chaos_v1:decrepit_skeleton, 40, 1, 1
4652, taiga, byg:maple_taiga, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
4653, taiga, byg:maple_taiga, MONSTER, born_in_chaos_v1:zombieswith_door, 13, 1, 1
4654, taiga, byg:maple_taiga, MONSTER, born_in_chaos_v1:dark_vortex, 11, 1, 1
4655, taiga, byg:maple_taiga, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
4656, taiga, byg:maple_taiga, MONSTER, born_in_chaos_v1:spiritual_guide, 12, 1, 1
4657, taiga, byg:maple_taiga, MONSTER, born_in_chaos_v1:zombiesina_barrel, 16, 1, 1
4658, taiga, byg:maple_taiga, MONSTER, born_in_chaos_v1:ser_pumpkinhead, 10, 1, 1
4659, taiga, byg:maple_taiga, MONSTER, born_in_chaos_v1:decaying_zombie, 26, 1, 1
4660, taiga, byg:maple_taiga, MONSTER, creeperoverhaul:spruce_creeper, 75, 2, 2
4661, taiga, byg:maple_taiga, MONSTER, fromtheshadows:nehemoth, 25, 1, 1
4662, taiga, byg:maple_taiga, MONSTER, born_in_chaos_v1:skeleton_bomb, 10, 1, 1
4663, taiga, byg:maple_taiga, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
4664, taiga, byg:maple_taiga, MONSTER, born_in_chaos_v1:baby_s_2, 15, 1, 1
4665, taiga, byg:maple_taiga, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
4666, taiga, byg:maple_taiga, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
4667, taiga, byg:maple_taiga, MONSTER, born_in_chaos_v1:baby_skeleton, 15, 1, 2
4668, taiga, byg:maple_taiga, MONSTER, born_in_chaos_v1:restless_spirit, 15, 1, 1
4669, taiga, byg:maple_taiga, MONSTER, born_in_chaos_v1:supreme_bonecaller, 10, 1, 1
4670, taiga, byg:maple_taiga, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
4671, taiga, byg:maple_taiga, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
4672, taiga, byg:maple_taiga, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
4673, taiga, byg:maple_taiga, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
4674, taiga, byg:maple_taiga, MONSTER, born_in_chaos_v1:wither_strider, 15, 1, 1
4675, taiga, byg:maple_taiga, CREATURE, minecraft:sheep, 12, 4, 4
4676, taiga, byg:maple_taiga, CREATURE, minecraft:pig, 10, 4, 4
4677, taiga, byg:maple_taiga, CREATURE, minecraft:chicken, 10, 4, 4
4678, taiga, byg:maple_taiga, CREATURE, minecraft:cow, 10, 4, 4
4679, taiga, byg:maple_taiga, CREATURE, naturalist:bluejay, 10, 1, 4
4680, taiga, byg:maple_taiga, CREATURE, naturalist:bear, 10, 1, 2
4681, taiga, byg:maple_taiga, AMBIENT, minecraft:bat, 10, 8, 8
4682, none, byg:coconino_meadow, MONSTER, minecraft:spider, 80, 4, 4
4683, none, byg:coconino_meadow, MONSTER, minecraft:zombie, 80, 4, 4
4684, none, byg:coconino_meadow, MONSTER, minecraft:zombie_villager, 10, 1, 1
4685, none, byg:coconino_meadow, MONSTER, minecraft:skeleton, 80, 4, 4
4686, none, byg:coconino_meadow, MONSTER, minecraft:creeper, 80, 4, 4
4687, none, byg:coconino_meadow, MONSTER, minecraft:slime, 80, 4, 4
4688, none, byg:coconino_meadow, MONSTER, minecraft:enderman, 5, 1, 4
4689, none, byg:coconino_meadow, MONSTER, minecraft:witch, 5, 1, 1
4690, none, byg:coconino_meadow, MONSTER, born_in_chaos_v1:shy_spirit, 11, 1, 2
4691, none, byg:coconino_meadow, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
4692, none, byg:coconino_meadow, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
4693, none, byg:coconino_meadow, MONSTER, born_in_chaos_v1:decrepit_skeleton, 40, 1, 1
4694, none, byg:coconino_meadow, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
4695, none, byg:coconino_meadow, MONSTER, born_in_chaos_v1:zombieswith_door, 13, 1, 1
4696, none, byg:coconino_meadow, MONSTER, born_in_chaos_v1:dark_vortex, 11, 1, 1
4697, none, byg:coconino_meadow, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
4698, none, byg:coconino_meadow, MONSTER, born_in_chaos_v1:spiritual_guide, 12, 1, 1
4699, none, byg:coconino_meadow, MONSTER, born_in_chaos_v1:zombiesina_barrel, 16, 1, 1
4700, none, byg:coconino_meadow, MONSTER, born_in_chaos_v1:ser_pumpkinhead, 10, 1, 1
4701, none, byg:coconino_meadow, MONSTER, born_in_chaos_v1:decaying_zombie, 26, 1, 1
4702, none, byg:coconino_meadow, MONSTER, fromtheshadows:nehemoth, 25, 1, 1
4703, none, byg:coconino_meadow, MONSTER, born_in_chaos_v1:skeleton_bomb, 10, 1, 1
4704, none, byg:coconino_meadow, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
4705, none, byg:coconino_meadow, MONSTER, born_in_chaos_v1:baby_s_2, 15, 1, 1
4706, none, byg:coconino_meadow, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
4707, none, byg:coconino_meadow, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
4708, none, byg:coconino_meadow, MONSTER, born_in_chaos_v1:baby_skeleton, 15, 1, 2
4709, none, byg:coconino_meadow, MONSTER, born_in_chaos_v1:restless_spirit, 15, 1, 1
4710, none, byg:coconino_meadow, MONSTER, born_in_chaos_v1:supreme_bonecaller, 10, 1, 1
4711, none, byg:coconino_meadow, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
4712, none, byg:coconino_meadow, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
4713, none, byg:coconino_meadow, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
4714, none, byg:coconino_meadow, MONSTER, born_in_chaos_v1:wither_strider, 15, 1, 1
4715, none, byg:coconino_meadow, CREATURE, minecraft:cow, 10, 4, 4
4716, none, byg:coconino_meadow, CREATURE, naturalist:snail, 10, 1, 3
4717, none, byg:coconino_meadow, CREATURE, naturalist:snake, 10, 1, 1
4718, none, byg:coconino_meadow, CREATURE, naturalist:robin, 10, 1, 4
4719, none, byg:coconino_meadow, CREATURE, naturalist:butterfly, 10, 1, 3
4720, none, byg:coconino_meadow, AMBIENT, minecraft:bat, 10, 8, 8
4721, none, byg:coconino_meadow, fireflies, naturalist:firefly, 10, 2, 3
4722, desert, byg:mojave_desert, MONSTER, minecraft:spider, 80, 4, 4
4723, desert, byg:mojave_desert, MONSTER, minecraft:skeleton, 80, 4, 4
4724, desert, byg:mojave_desert, MONSTER, minecraft:slime, 80, 4, 4
4725, desert, byg:mojave_desert, MONSTER, minecraft:enderman, 5, 1, 4
4726, desert, byg:mojave_desert, MONSTER, minecraft:witch, 5, 1, 1
4727, desert, byg:mojave_desert, MONSTER, minecraft:zombie, 19, 4, 4
4728, desert, byg:mojave_desert, MONSTER, minecraft:zombie_villager, 10, 1, 1
4729, desert, byg:mojave_desert, MONSTER, minecraft:husk, 80, 4, 4
4730, desert, byg:mojave_desert, MONSTER, born_in_chaos_v1:shy_spirit, 11, 1, 2
4731, desert, byg:mojave_desert, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
4732, desert, byg:mojave_desert, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
4733, desert, byg:mojave_desert, MONSTER, born_in_chaos_v1:decrepit_skeleton, 40, 1, 1
4734, desert, byg:mojave_desert, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
4735, desert, byg:mojave_desert, MONSTER, born_in_chaos_v1:zombieswith_door, 13, 1, 1
4736, desert, byg:mojave_desert, MONSTER, born_in_chaos_v1:dark_vortex, 11, 1, 1
4737, desert, byg:mojave_desert, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
4738, desert, byg:mojave_desert, MONSTER, born_in_chaos_v1:spiritual_guide, 12, 1, 1
4739, desert, byg:mojave_desert, MONSTER, born_in_chaos_v1:zombiesina_barrel, 16, 1, 1
4740, desert, byg:mojave_desert, MONSTER, born_in_chaos_v1:ser_pumpkinhead, 10, 1, 1
4741, desert, byg:mojave_desert, MONSTER, born_in_chaos_v1:decaying_zombie, 26, 1, 1
4742, desert, byg:mojave_desert, MONSTER, fromtheshadows:nehemoth, 25, 1, 1
4743, desert, byg:mojave_desert, MONSTER, born_in_chaos_v1:skeleton_bomb, 10, 1, 1
4744, desert, byg:mojave_desert, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
4745, desert, byg:mojave_desert, MONSTER, born_in_chaos_v1:baby_s_2, 15, 1, 1
4746, desert, byg:mojave_desert, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
4747, desert, byg:mojave_desert, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
4748, desert, byg:mojave_desert, MONSTER, born_in_chaos_v1:baby_skeleton, 15, 1, 2
4749, desert, byg:mojave_desert, MONSTER, born_in_chaos_v1:restless_spirit, 15, 1, 1
4750, desert, byg:mojave_desert, MONSTER, born_in_chaos_v1:supreme_bonecaller, 10, 1, 1
4751, desert, byg:mojave_desert, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
4752, desert, byg:mojave_desert, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
4753, desert, byg:mojave_desert, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
4754, desert, byg:mojave_desert, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
4755, desert, byg:mojave_desert, MONSTER, born_in_chaos_v1:wither_strider, 15, 1, 1
4756, desert, byg:mojave_desert, MONSTER, creeperoverhaul:desert_creeper, 75, 2, 2
4757, desert, byg:mojave_desert, CREATURE, naturalist:rattlesnake, 10, 1, 1
4758, desert, byg:mojave_desert, CREATURE, naturalist:cardinal, 10, 1, 4
4759, none, byg:cardinal_tundra, MONSTER, minecraft:spider, 80, 4, 4
4760, none, byg:cardinal_tundra, MONSTER, minecraft:zombie, 80, 4, 4
4761, none, byg:cardinal_tundra, MONSTER, minecraft:zombie_villager, 10, 1, 1
4762, none, byg:cardinal_tundra, MONSTER, minecraft:slime, 80, 4, 4
4763, none, byg:cardinal_tundra, MONSTER, minecraft:enderman, 5, 1, 4
4764, none, byg:cardinal_tundra, MONSTER, minecraft:witch, 5, 1, 1
4765, none, byg:cardinal_tundra, MONSTER, minecraft:skeleton, 20, 4, 4
4766, none, byg:cardinal_tundra, MONSTER, minecraft:stray, 80, 4, 4
4767, none, byg:cardinal_tundra, MONSTER, born_in_chaos_v1:shy_spirit, 11, 1, 2
4768, none, byg:cardinal_tundra, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
4769, none, byg:cardinal_tundra, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
4770, none, byg:cardinal_tundra, MONSTER, born_in_chaos_v1:decrepit_skeleton, 40, 1, 1
4771, none, byg:cardinal_tundra, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
4772, none, byg:cardinal_tundra, MONSTER, born_in_chaos_v1:zombieswith_door, 13, 1, 1
4773, none, byg:cardinal_tundra, MONSTER, born_in_chaos_v1:dark_vortex, 11, 1, 1
4774, none, byg:cardinal_tundra, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
4775, none, byg:cardinal_tundra, MONSTER, born_in_chaos_v1:spiritual_guide, 12, 1, 1
4776, none, byg:cardinal_tundra, MONSTER, born_in_chaos_v1:zombiesina_barrel, 16, 1, 1
4777, none, byg:cardinal_tundra, MONSTER, born_in_chaos_v1:ser_pumpkinhead, 10, 1, 1
4778, none, byg:cardinal_tundra, MONSTER, born_in_chaos_v1:decaying_zombie, 26, 1, 1
4779, none, byg:cardinal_tundra, MONSTER, fromtheshadows:nehemoth, 25, 1, 1
4780, none, byg:cardinal_tundra, MONSTER, born_in_chaos_v1:skeleton_bomb, 10, 1, 1
4781, none, byg:cardinal_tundra, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
4782, none, byg:cardinal_tundra, MONSTER, born_in_chaos_v1:baby_s_2, 15, 1, 1
4783, none, byg:cardinal_tundra, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
4784, none, byg:cardinal_tundra, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
4785, none, byg:cardinal_tundra, MONSTER, born_in_chaos_v1:baby_skeleton, 15, 1, 2
4786, none, byg:cardinal_tundra, MONSTER, born_in_chaos_v1:restless_spirit, 15, 1, 1
4787, none, byg:cardinal_tundra, MONSTER, born_in_chaos_v1:supreme_bonecaller, 10, 1, 1
4788, none, byg:cardinal_tundra, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
4789, none, byg:cardinal_tundra, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
4790, none, byg:cardinal_tundra, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
4791, none, byg:cardinal_tundra, MONSTER, creeperoverhaul:snowy_creeper, 75, 2, 2
4792, none, byg:cardinal_tundra, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
4793, none, byg:cardinal_tundra, MONSTER, born_in_chaos_v1:wither_strider, 15, 1, 1
4794, none, byg:cardinal_tundra, CREATURE, minecraft:rabbit, 10, 2, 3
4795, none, byg:cardinal_tundra, CREATURE, minecraft:polar_bear, 10, 1, 2
4796, none, byg:cardinal_tundra, CREATURE, naturalist:bluejay, 10, 1, 4
4797, none, byg:cardinal_tundra, CREATURE, naturalist:snail, 10, 1, 3
4798, none, byg:cardinal_tundra, CREATURE, naturalist:snake, 10, 1, 1
4799, none, byg:cardinal_tundra, CREATURE, naturalist:robin, 10, 1, 4
4800, none, byg:cardinal_tundra, CREATURE, naturalist:butterfly, 10, 1, 3
4801, none, byg:cardinal_tundra, AMBIENT, minecraft:bat, 10, 8, 8
4802, none, byg:cardinal_tundra, fireflies, naturalist:firefly, 10, 2, 3
4803, forest, byg:orchard, MONSTER, minecraft:spider, 80, 4, 4
4804, forest, byg:orchard, MONSTER, minecraft:zombie, 80, 4, 4
4805, forest, byg:orchard, MONSTER, minecraft:zombie_villager, 10, 1, 1
4806, forest, byg:orchard, MONSTER, minecraft:skeleton, 80, 4, 4
4807, forest, byg:orchard, MONSTER, minecraft:creeper, 80, 4, 4
4808, forest, byg:orchard, MONSTER, minecraft:slime, 80, 4, 4
4809, forest, byg:orchard, MONSTER, minecraft:enderman, 5, 1, 4
4810, forest, byg:orchard, MONSTER, minecraft:witch, 5, 1, 1
4811, forest, byg:orchard, MONSTER, born_in_chaos_v1:shy_spirit, 11, 1, 2
4812, forest, byg:orchard, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
4813, forest, byg:orchard, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
4814, forest, byg:orchard, MONSTER, born_in_chaos_v1:decrepit_skeleton, 40, 1, 1
4815, forest, byg:orchard, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
4816, forest, byg:orchard, MONSTER, born_in_chaos_v1:zombieswith_door, 13, 1, 1
4817, forest, byg:orchard, MONSTER, born_in_chaos_v1:dark_vortex, 11, 1, 1
4818, forest, byg:orchard, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
4819, forest, byg:orchard, MONSTER, born_in_chaos_v1:spiritual_guide, 12, 1, 1
4820, forest, byg:orchard, MONSTER, born_in_chaos_v1:zombiesina_barrel, 16, 1, 1
4821, forest, byg:orchard, MONSTER, born_in_chaos_v1:ser_pumpkinhead, 10, 1, 1
4822, forest, byg:orchard, MONSTER, born_in_chaos_v1:decaying_zombie, 26, 1, 1
4823, forest, byg:orchard, MONSTER, fromtheshadows:nehemoth, 25, 1, 1
4824, forest, byg:orchard, MONSTER, born_in_chaos_v1:skeleton_bomb, 10, 1, 1
4825, forest, byg:orchard, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
4826, forest, byg:orchard, MONSTER, born_in_chaos_v1:baby_s_2, 15, 1, 1
4827, forest, byg:orchard, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
4828, forest, byg:orchard, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
4829, forest, byg:orchard, MONSTER, born_in_chaos_v1:baby_skeleton, 15, 1, 2
4830, forest, byg:orchard, MONSTER, born_in_chaos_v1:restless_spirit, 15, 1, 1
4831, forest, byg:orchard, MONSTER, born_in_chaos_v1:supreme_bonecaller, 10, 1, 1
4832, forest, byg:orchard, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
4833, forest, byg:orchard, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
4834, forest, byg:orchard, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
4835, forest, byg:orchard, MONSTER, born_in_chaos_v1:wither_strider, 15, 1, 1
4836, forest, byg:orchard, CREATURE, minecraft:sheep, 12, 4, 4
4837, forest, byg:orchard, CREATURE, minecraft:pig, 10, 4, 4
4838, forest, byg:orchard, CREATURE, minecraft:chicken, 10, 4, 4
4839, forest, byg:orchard, CREATURE, minecraft:cow, 10, 4, 4
4840, forest, byg:orchard, CREATURE, naturalist:snail, 10, 1, 3
4841, forest, byg:orchard, CREATURE, minecraft:rabbit, 10, 2, 3
4842, forest, byg:orchard, CREATURE, naturalist:snake, 10, 1, 1
4843, forest, byg:orchard, CREATURE, naturalist:robin, 10, 1, 4
4844, forest, byg:orchard, CREATURE, naturalist:deer, 10, 1, 3
4845, forest, byg:orchard, CREATURE, minecraft:fox, 10, 2, 4
4846, forest, byg:orchard, CREATURE, naturalist:butterfly, 10, 1, 3
4847, forest, byg:orchard, CREATURE, naturalist:bear, 10, 1, 2
4848, forest, byg:orchard, CREATURE, naturalist:cardinal, 10, 1, 4
4849, forest, byg:orchard, AMBIENT, minecraft:bat, 10, 8, 8
4850, forest, byg:orchard, fireflies, naturalist:firefly, 10, 2, 3
4851, none, byg:prairie, MONSTER, minecraft:spider, 80, 4, 4
4852, none, byg:prairie, MONSTER, minecraft:zombie, 80, 4, 4
4853, none, byg:prairie, MONSTER, minecraft:zombie_villager, 10, 1, 1
4854, none, byg:prairie, MONSTER, minecraft:skeleton, 80, 4, 4
4855, none, byg:prairie, MONSTER, minecraft:creeper, 80, 4, 4
4856, none, byg:prairie, MONSTER, minecraft:slime, 80, 4, 4
4857, none, byg:prairie, MONSTER, minecraft:enderman, 5, 1, 4
4858, none, byg:prairie, MONSTER, minecraft:witch, 5, 1, 1
4859, none, byg:prairie, MONSTER, born_in_chaos_v1:shy_spirit, 11, 1, 2
4860, none, byg:prairie, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
4861, none, byg:prairie, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
4862, none, byg:prairie, MONSTER, born_in_chaos_v1:decrepit_skeleton, 40, 1, 1
4863, none, byg:prairie, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
4864, none, byg:prairie, MONSTER, born_in_chaos_v1:zombieswith_door, 13, 1, 1
4865, none, byg:prairie, MONSTER, born_in_chaos_v1:dark_vortex, 11, 1, 1
4866, none, byg:prairie, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
4867, none, byg:prairie, MONSTER, born_in_chaos_v1:spiritual_guide, 12, 1, 1
4868, none, byg:prairie, MONSTER, born_in_chaos_v1:zombiesina_barrel, 16, 1, 1
4869, none, byg:prairie, MONSTER, born_in_chaos_v1:ser_pumpkinhead, 10, 1, 1
4870, none, byg:prairie, MONSTER, born_in_chaos_v1:decaying_zombie, 26, 1, 1
4871, none, byg:prairie, MONSTER, fromtheshadows:nehemoth, 25, 1, 1
4872, none, byg:prairie, MONSTER, born_in_chaos_v1:skeleton_bomb, 10, 1, 1
4873, none, byg:prairie, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
4874, none, byg:prairie, MONSTER, born_in_chaos_v1:baby_s_2, 15, 1, 1
4875, none, byg:prairie, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
4876, none, byg:prairie, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
4877, none, byg:prairie, MONSTER, born_in_chaos_v1:baby_skeleton, 15, 1, 2
4878, none, byg:prairie, MONSTER, born_in_chaos_v1:restless_spirit, 15, 1, 1
4879, none, byg:prairie, MONSTER, born_in_chaos_v1:supreme_bonecaller, 10, 1, 1
4880, none, byg:prairie, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
4881, none, byg:prairie, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
4882, none, byg:prairie, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
4883, none, byg:prairie, MONSTER, born_in_chaos_v1:wither_strider, 15, 1, 1
4884, none, byg:prairie, CREATURE, minecraft:sheep, 12, 4, 4
4885, none, byg:prairie, CREATURE, minecraft:pig, 10, 4, 4
4886, none, byg:prairie, CREATURE, minecraft:chicken, 10, 4, 4
4887, none, byg:prairie, CREATURE, minecraft:cow, 10, 4, 4
4888, none, byg:prairie, CREATURE, minecraft:horse, 10, 2, 6
4889, none, byg:prairie, CREATURE, minecraft:donkey, 10, 1, 3
4890, none, byg:prairie, CREATURE, naturalist:snail, 10, 1, 3
4891, none, byg:prairie, CREATURE, naturalist:snake, 10, 1, 1
4892, none, byg:prairie, CREATURE, naturalist:robin, 10, 1, 4
4893, none, byg:prairie, CREATURE, naturalist:butterfly, 10, 1, 3
4894, none, byg:prairie, AMBIENT, minecraft:bat, 10, 8, 8
4895, none, byg:prairie, fireflies, naturalist:firefly, 10, 2, 3
4896, forest, byg:red_oak_forest, MONSTER, minecraft:spider, 80, 4, 4
4897, forest, byg:red_oak_forest, MONSTER, minecraft:zombie, 80, 4, 4
4898, forest, byg:red_oak_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
4899, forest, byg:red_oak_forest, MONSTER, minecraft:skeleton, 80, 4, 4
4900, forest, byg:red_oak_forest, MONSTER, minecraft:creeper, 80, 4, 4
4901, forest, byg:red_oak_forest, MONSTER, minecraft:slime, 80, 4, 4
4902, forest, byg:red_oak_forest, MONSTER, minecraft:enderman, 5, 1, 4
4903, forest, byg:red_oak_forest, MONSTER, minecraft:witch, 5, 1, 1
4904, forest, byg:red_oak_forest, MONSTER, born_in_chaos_v1:shy_spirit, 11, 1, 2
4905, forest, byg:red_oak_forest, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
4906, forest, byg:red_oak_forest, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
4907, forest, byg:red_oak_forest, MONSTER, born_in_chaos_v1:decrepit_skeleton, 40, 1, 1
4908, forest, byg:red_oak_forest, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
4909, forest, byg:red_oak_forest, MONSTER, born_in_chaos_v1:zombieswith_door, 13, 1, 1
4910, forest, byg:red_oak_forest, MONSTER, born_in_chaos_v1:dark_vortex, 11, 1, 1
4911, forest, byg:red_oak_forest, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
4912, forest, byg:red_oak_forest, MONSTER, born_in_chaos_v1:spiritual_guide, 12, 1, 1
4913, forest, byg:red_oak_forest, MONSTER, born_in_chaos_v1:zombiesina_barrel, 16, 1, 1
4914, forest, byg:red_oak_forest, MONSTER, born_in_chaos_v1:ser_pumpkinhead, 10, 1, 1
4915, forest, byg:red_oak_forest, MONSTER, born_in_chaos_v1:decaying_zombie, 26, 1, 1
4916, forest, byg:red_oak_forest, MONSTER, fromtheshadows:nehemoth, 25, 1, 1
4917, forest, byg:red_oak_forest, MONSTER, born_in_chaos_v1:skeleton_bomb, 10, 1, 1
4918, forest, byg:red_oak_forest, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
4919, forest, byg:red_oak_forest, MONSTER, born_in_chaos_v1:baby_s_2, 15, 1, 1
4920, forest, byg:red_oak_forest, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
4921, forest, byg:red_oak_forest, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
4922, forest, byg:red_oak_forest, MONSTER, born_in_chaos_v1:baby_skeleton, 15, 1, 2
4923, forest, byg:red_oak_forest, MONSTER, born_in_chaos_v1:restless_spirit, 15, 1, 1
4924, forest, byg:red_oak_forest, MONSTER, born_in_chaos_v1:supreme_bonecaller, 10, 1, 1
4925, forest, byg:red_oak_forest, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
4926, forest, byg:red_oak_forest, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
4927, forest, byg:red_oak_forest, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
4928, forest, byg:red_oak_forest, MONSTER, born_in_chaos_v1:wither_strider, 15, 1, 1
4929, forest, byg:red_oak_forest, CREATURE, minecraft:sheep, 12, 4, 4
4930, forest, byg:red_oak_forest, CREATURE, minecraft:pig, 10, 4, 4
4931, forest, byg:red_oak_forest, CREATURE, minecraft:chicken, 10, 4, 4
4932, forest, byg:red_oak_forest, CREATURE, minecraft:cow, 10, 4, 4
4933, forest, byg:red_oak_forest, CREATURE, minecraft:wolf, 10, 4, 4
4934, forest, byg:red_oak_forest, CREATURE, naturalist:snail, 10, 1, 3
4935, forest, byg:red_oak_forest, CREATURE, minecraft:rabbit, 10, 2, 3
4936, forest, byg:red_oak_forest, CREATURE, naturalist:snake, 10, 1, 1
4937, forest, byg:red_oak_forest, CREATURE, naturalist:robin, 10, 1, 4
4938, forest, byg:red_oak_forest, CREATURE, naturalist:deer, 10, 1, 3
4939, forest, byg:red_oak_forest, CREATURE, minecraft:fox, 10, 2, 4
4940, forest, byg:red_oak_forest, CREATURE, naturalist:butterfly, 10, 1, 3
4941, forest, byg:red_oak_forest, CREATURE, naturalist:bear, 10, 1, 2
4942, forest, byg:red_oak_forest, CREATURE, naturalist:cardinal, 10, 1, 4
4943, forest, byg:red_oak_forest, AMBIENT, minecraft:bat, 10, 8, 8
4944, forest, byg:red_oak_forest, fireflies, naturalist:firefly, 10, 2, 3
4945, badlands, byg:red_rock_valley, MONSTER, minecraft:spider, 80, 4, 4
4946, badlands, byg:red_rock_valley, MONSTER, minecraft:husk, 80, 4, 4
4947, badlands, byg:red_rock_valley, MONSTER, minecraft:zombie_villager, 10, 1, 1
4948, badlands, byg:red_rock_valley, MONSTER, minecraft:skeleton, 80, 4, 4
4949, badlands, byg:red_rock_valley, MONSTER, minecraft:slime, 80, 4, 4
4950, badlands, byg:red_rock_valley, MONSTER, minecraft:enderman, 5, 1, 4
